,Full_Reviews,Ratings
15256,"Product is amazing, The Build quality is nice and the image quality is awesome. The auto focus is smooth as butter. Best for videos.",5
15257,"Absolutely brilliant camera!!


Got it in a very good deal and this is my first DSLR camera. Very much impressed with the features and camera👌🏻 very good camera for all the beginners",5
15258,Super camera. Eazy to use. Photos is perfect. 55-250mm super clarity. Both 2 lence is perfect. Vedio and photo 4K vedio👌👌👌👌 not good for wedding photography.,5
15259,"It's the best for the price, especially in video department.
Only con i found that, 3.5 mm jack won't support TRRS directly. It supports TRS.",4
15260,"It was amazing product.. I'm really happy with that... I'm from north-east india. And purchasing product online is not so trendy. But i know well flipkart never take a risk. They send me the product very well... Packaging is good.. And also the product what you expect is great. I have some image of portraits that we take with this product with kit lense 18-55mm the result is great. I have neutral the colure, contrast,and also saturation.",5
15261,"So this is the review post 1 month of use.

Honestly speaking I wanted to buy 700d, then 750d, then 800d, then 200d then finally got 200d Mark II. (Just understand the feeling, don't use too much logic here)

So basically speaking, waited a lot, explored a lot, then finally spent a lot and for this one.

So I am no professional photographer but not that amature as well. It's been 1 month I've been using it, exploring the features and what I can say is ""it's a great camera"".

I got the dual ki...",5
15262,"This is a really good DSLR by canon . I was confused between Canon and Nikon. But I came to know that Nikon is only good for photography and the video quality is not upto mark. This Canon dslr is really awesome with great features.
Anyone searching for a good camera under 50000 should go for this model. It's good in both video and photo.",5
15263,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,4
15264,"Bought this DSLR on Big billion sale. Very happy with the performence through 18-55 stm lens. Some sample photos which I have transferred to my mobile, are attached here. I am extremely happy with its low light performance. All the photos here are unedited. I was bit confused between M50 and 200d mark II but atlast choosed the later one for its wide variety of lens options.",5
15265,"So, The camera comes with a standard lens to get you started. The build quality is great. Feels good in the hand. Lightweight and compact. This comes with the new Digic 8 image processor. And does a fine job out of the box. And editing some photos may also shock you with excellent results. 10/10 Will recommend. If you're a beginner and looking to stick with a DSLR and grow with it then look no further. I've added 2 of the best photos I took with the stock lens. Used Lightroom to finish it off.",5
15266,"Product is amazing, The Build quality is nice and the image quality is awesome. The auto focus is smooth as butter. Best for videos.",5
15267,"Absolutely brilliant camera!!


Got it in a very good deal and this is my first DSLR camera. Very much impressed with the features and camera👌🏻 very good camera for all the beginners",5
15268,Super camera. Eazy to use. Photos is perfect. 55-250mm super clarity. Both 2 lence is perfect. Vedio and photo 4K vedio👌👌👌👌 not good for wedding photography.,5
15269,"It's the best for the price, especially in video department.
Only con i found that, 3.5 mm jack won't support TRRS directly. It supports TRS.",4
15270,"It was amazing product.. I'm really happy with that... I'm from north-east india. And purchasing product online is not so trendy. But i know well flipkart never take a risk. They send me the product very well... Packaging is good.. And also the product what you expect is great. I have some image of portraits that we take with this product with kit lense 18-55mm the result is great. I have neutral the colure, contrast,and also saturation.",5
15271,"So this is the review post 1 month of use.

Honestly speaking I wanted to buy 700d, then 750d, then 800d, then 200d then finally got 200d Mark II. (Just understand the feeling, don't use too much logic here)

So basically speaking, waited a lot, explored a lot, then finally spent a lot and for this one.

So I am no professional photographer but not that amature as well. It's been 1 month I've been using it, exploring the features and what I can say is ""it's a great camera"".

I got the dual ki...",5
15272,"This is a really good DSLR by canon . I was confused between Canon and Nikon. But I came to know that Nikon is only good for photography and the video quality is not upto mark. This Canon dslr is really awesome with great features.
Anyone searching for a good camera under 50000 should go for this model. It's good in both video and photo.",5
15273,A good camera for photography as well as for videography . Recommended for vlogging . If you are looking for mid range videography camera than Canon 200 markII is the best else for photography go for Nikon 5300 . And finally thanks Flipkart for smooth delivery,4
15274,"Excellent camera, lightweight and trendy. Color reproduction is superb.
I am an amateur photographer and have mostly clicked photos in auto mode during last 4 months.
Pictures and videos both are great being a mirrorless camera, but it seems the cost of lenses are high for fujifilm.
I am searching for good lens adaptor so that I can use Canon or Nikon lenses from friends.
Its a must buy for bloggers and hobby photographers who hates heavy weight traditional DSLR.
Attached some of the random ...",5
15275,"First of all Thanks for Flipkart's service. The camera which I received initially was having issue with its display and Flipkart promptly replaced the camera and delivered a new one on the exact date which they committed to me. Now coming to camera , Iam not a professional photographer and do not know the various settings on DSLR ,hence after some research I selected this camera .This camera is perfect for a person who wants to switch from mobile phone photography to DSLR photography . It ha...",4
15276,Best one who need upgrade a mobile photography perfect clicks I like it,5
15277,Awesome Product,5
15278,👌👌👌Sandar camera 👍👍,5
15279,There is severe overheating when shooting 4k and even 1080p. I suspect this is the reason why they stopped production of xa7 in the US. The camera turns off after 5-6mins of 4k and 15-18mins of HD due to heating even though it's rated for 15mins and 29.59 for HD..,1
15280,"Perfect camera for vloging.
Battery life is a little concern.
But great product 👌",4
15281,best camera for blogging,5
15282,"Using this camera for a YouTube cooking channel. Videos are very neat, 4K video can be recorded at 30 fps. Kit lens zoom control is electronic. Interface is easy to understand. Can shoot more controlled videos on manual mode. When digital image stabilization is on, you can see distortion in video which is because of camera struggling to focus on large moving objects, you can avoid this by switching off digital image stabilization. Check youtube channel ""PURE YOU - Let's Make It"" for sample vi...",5
15283,I love this camera but there was no charger included and I am still worried how to charge it. I am charging it with my xiaomi smartphone charger.. Is it really OK to do so?,5
15284,"Excellent camera, lightweight and trendy. Color reproduction is superb.
I am an amateur photographer and have mostly clicked photos in auto mode during last 4 months.
Pictures and videos both are great being a mirrorless camera, but it seems the cost of lenses are high for fujifilm.
I am searching for good lens adaptor so that I can use Canon or Nikon lenses from friends.
Its a must buy for bloggers and hobby photographers who hates heavy weight traditional DSLR.
Attached some of the random ...",5
15285,"First of all Thanks for Flipkart's service. The camera which I received initially was having issue with its display and Flipkart promptly replaced the camera and delivered a new one on the exact date which they committed to me. Now coming to camera , Iam not a professional photographer and do not know the various settings on DSLR ,hence after some research I selected this camera .This camera is perfect for a person who wants to switch from mobile phone photography to DSLR photography . It ha...",4
15286,Best one who need upgrade a mobile photography perfect clicks I like it,5
15287,Awesome Product,5
15288,👌👌👌Sandar camera 👍👍,5
15289,There is severe overheating when shooting 4k and even 1080p. I suspect this is the reason why they stopped production of xa7 in the US. The camera turns off after 5-6mins of 4k and 15-18mins of HD due to heating even though it's rated for 15mins and 29.59 for HD..,1
15290,"Perfect camera for vloging.
Battery life is a little concern.
But great product 👌",4
15291,best camera for blogging,5
15292,"Using this camera for a YouTube cooking channel. Videos are very neat, 4K video can be recorded at 30 fps. Kit lens zoom control is electronic. Interface is easy to understand. Can shoot more controlled videos on manual mode. When digital image stabilization is on, you can see distortion in video which is because of camera struggling to focus on large moving objects, you can avoid this by switching off digital image stabilization. Check youtube channel ""PURE YOU - Let's Make It"" for sample vi...",5
15293,I love this camera but there was no charger included and I am still worried how to charge it. I am charging it with my xiaomi smartphone charger.. Is it really OK to do so?,5
15294,"Great camera!!! Took some time to understand all the basics of photography... Its giving good quality pictures. I shoot raw, and post processing the images are coming really well. Autofocus is nice and 5fps is working well for me... 300mm lens is OK... need to get another one since i mostly do birds.. need more zoom 😊 Overall its a great camera for beginners!!!!",5
15295,"If you confused between nikon d5600 and canon 200d then go with nikon d5600 without thinking again.
It is very good camera with excellent features. The camera features 39 autofocus point helps us to focus faster and produces clear image.
I share some images of the camera sample hope you like it.",5
15296,"Best Mid range camera for photography lovers.
I am writing the review after 3 months of using this cam , this is my 1st DSLR
canon is a user friendly cam, it is basically good for videography.
Nikon is quite hard to use,. it is best for photos
if you want to upgrade your photography Tallents , and you are looking for a mid range cam ,. 100% go for it.,
lenses are good, 70-300 mm lens is mind-blowing output.
so, go for dual lenses",5
15297,"You can't have a better mid-range DSLR. However I don't like 18mm-55mm lens, but you'll get sharp and crisp photos with 70mm-300mm lens.
The camera is feature loaded and very light. You'll love it.",5
15298,"Excellent camera for beginner photographers and also a best back up for pro also. Amazing colour depth, fast focusing, crystal clear photo. Lightweight is a advantage while you are travelling. Vary angle screen is very useful when taking ground level shots or over the crowd shots and very helpful for blogging purpuse also. You can attach external mic. Battery life is very good. Through WiFi and snapbridge downloading photos in smartphone from camera is too easy. It supports Bluetooth also. I...",5
15299,"I think this the best entry level dslr in this range. I got a 18-55mm kit lense, 16gb memory card and lowepro bag. Bag quality is good. This model is good because you are getting a touch screen enabled dslr in the price range where most of other brands giving non touch screen models. Some features like very easy to operate, touch screen, fast auto focus and sharp images make this dslr a best entry level dslr. I am attaching some pictures clicked with this dslr(flipkart not letting me add more...",5
15300,"Awesome product. If you are looking for semi-pro DSLR you can buy this without it thinking. Easy handling, easy handy features",5
15301,"Wow, love the Camera....I have already used Nikon d 3500 in my Laboratory but this camera is far better. Flipkart delivered at time and the product was at best conditions. This is my first personal DSLR, so guys after using for 2 weeks, I must say that go for it, there is no other camera which could provide same level as Nikon d 5600.
Colour tone production, lots of effect, smooth touch screen, good battery life, etc.
Just go for it.",5
15302,"No doubt Nikon's lineup for intermediate DSLR are catchworthy .
but one must also invest in additional lenses to get the most out of d5600 .
like in my case I ordered 35mm 1.8g lens when paired with d5600 produced great results .
not going over the specifications. camera is just awesome produces detailed and sharp images .

70-300 lens do have its own advantages .but after 250mm its just doesn't perform up to the mark.but hey! you get this in that price bracket which is fine to me .

guid...",5
15303,"My First DSLR and the best decision that I made. The KIT lenses are not so ideal for lowlight photography but you can always get the best out of it. Overall very satisfied with the quality of photos, camera body and lens to start the learning process.",5
15304,"Great camera!!! Took some time to understand all the basics of photography... Its giving good quality pictures. I shoot raw, and post processing the images are coming really well. Autofocus is nice and 5fps is working well for me... 300mm lens is OK... need to get another one since i mostly do birds.. need more zoom 😊 Overall its a great camera for beginners!!!!",5
15305,"If you confused between nikon d5600 and canon 200d then go with nikon d5600 without thinking again.
It is very good camera with excellent features. The camera features 39 autofocus point helps us to focus faster and produces clear image.
I share some images of the camera sample hope you like it.",5
15306,"Best Mid range camera for photography lovers.
I am writing the review after 3 months of using this cam , this is my 1st DSLR
canon is a user friendly cam, it is basically good for videography.
Nikon is quite hard to use,. it is best for photos
if you want to upgrade your photography Tallents , and you are looking for a mid range cam ,. 100% go for it.,
lenses are good, 70-300 mm lens is mind-blowing output.
so, go for dual lenses",5
15307,"You can't have a better mid-range DSLR. However I don't like 18mm-55mm lens, but you'll get sharp and crisp photos with 70mm-300mm lens.
The camera is feature loaded and very light. You'll love it.",5
15308,"Excellent camera for beginner photographers and also a best back up for pro also. Amazing colour depth, fast focusing, crystal clear photo. Lightweight is a advantage while you are travelling. Vary angle screen is very useful when taking ground level shots or over the crowd shots and very helpful for blogging purpuse also. You can attach external mic. Battery life is very good. Through WiFi and snapbridge downloading photos in smartphone from camera is too easy. It supports Bluetooth also. I...",5
15309,"I think this the best entry level dslr in this range. I got a 18-55mm kit lense, 16gb memory card and lowepro bag. Bag quality is good. This model is good because you are getting a touch screen enabled dslr in the price range where most of other brands giving non touch screen models. Some features like very easy to operate, touch screen, fast auto focus and sharp images make this dslr a best entry level dslr. I am attaching some pictures clicked with this dslr(flipkart not letting me add more...",5
15310,"Awesome product. If you are looking for semi-pro DSLR you can buy this without it thinking. Easy handling, easy handy features",5
15311,"Wow, love the Camera....I have already used Nikon d 3500 in my Laboratory but this camera is far better. Flipkart delivered at time and the product was at best conditions. This is my first personal DSLR, so guys after using for 2 weeks, I must say that go for it, there is no other camera which could provide same level as Nikon d 5600.
Colour tone production, lots of effect, smooth touch screen, good battery life, etc.
Just go for it.",5
15312,"No doubt Nikon's lineup for intermediate DSLR are catchworthy .
but one must also invest in additional lenses to get the most out of d5600 .
like in my case I ordered 35mm 1.8g lens when paired with d5600 produced great results .
not going over the specifications. camera is just awesome produces detailed and sharp images .

70-300 lens do have its own advantages .but after 250mm its just doesn't perform up to the mark.but hey! you get this in that price bracket which is fine to me .

guid...",5
15313,"My First DSLR and the best decision that I made. The KIT lenses are not so ideal for lowlight photography but you can always get the best out of it. Overall very satisfied with the quality of photos, camera body and lens to start the learning process.",5
15314,"After using for a short period of time, it gives professional experience. Great quality product with this budget. I want you to prefer Sony alpha ILCE -6000Y for beginner photography. cinematic video recording is awesome at this price. I just attaching few photos below to show my experience.",5
15315,"Best camara at this price point and sony have most satisfying technology then others. Kit lenses are enough to capture high quality images
Attaching some shots captured with my sony alpha 6000 kit lenses",5
15316,"Pros:
1. Features/Price in Camera body
2. EVF, Focus Peeking in manual focus.
3. Wifi connectivity - simplifies workflow
4. Adapted lenses, availability of adapters (shop from aliexpress)
5. USB charging - supplied charger is too slow, i use my power bank 1.2 A output to charge my sony a6000
6. Size, Weight

Cons:
1. Lenses
Sony E mount lenses cost double of what their/nikon/canon dslr lenses costs. Lens lineup is not that strong either.

Have to hunt for availability of...",3
15317,"Really happy to buy this camera..

After a long wait for dslr camera, one fine day I got this legend of mirror-less camera.

What I liked

*Very nice Sleeky design.. since it is mirror-less, camera is not bulky.
*Autofocus is pretty fast.
*Controls+ custom keys are easy and user friendly..
*Wifi connectivity is good and useful for file transfer etc..
*Supports upto 128 gb memory card
*Carry case is good
*Charger is sufficient, takes 3+ hrs to charge from 0% to 100
*Sony app is best.

What I ...",5
15318,"I was owning D5100 and was thinking to upgrade to full frame. But then a thought came to mind - I am not professional and carrying 1.5 weight during travel is not worth. what I can achieve is just better low light performance ?? at very high cost ?. as a non professional I thought that its important for me to have lite weight gear that's easy to carry. I read about iso performance of this and decided to go with 6000L.
I am happy with my decision , kit lens is super sharp through out focal le...",5
15319,"I was more reviewed after purchased this camera. This sony camera good product from dslr beginners. Only dis advantage mic on video suit. This is good money value product. Delivery time was lightly delay, but all assesories and camera were safely delivered.camera and zoom lens good result, see my image. The video recording is fine.",4
15320,"Wonderful and technically perfect camera at half the price of a highend DSLR camera. Recently I had been to Goa and Ooty and shot many pics which are beautiful and clear. Having very good experience with this camera.

C Bhattacharya",5
15321,"Amazing Camera...
Very easy to operate..
Very Fast... (auto focus & capture)
Very intelligent Auto mode.. called Superior Auto.. which u can customize as per ur requirement...
Very fine detailing in photos...
compact size is definitely a huge Advantage over DSLRs..
for the same quality of the images...

also, Good offer price by Flipkart and quick delivery...",5
15322,"I am glad that I bought this, photos make me happy (with the kit lens). Would love to see the photos with better lens on this camera.",4
15323,"Delivered before time so good job flipkart..
I have very little knowledge on photography. I am total amateur. But everyday I'm learning new stuffs and I'm loving it. It was a good deal..",5
15324,"After using for a short period of time, it gives professional experience. Great quality product with this budget. I want you to prefer Sony alpha ILCE -6000Y for beginner photography. cinematic video recording is awesome at this price. I just attaching few photos below to show my experience.",5
15325,"Best camara at this price point and sony have most satisfying technology then others. Kit lenses are enough to capture high quality images
Attaching some shots captured with my sony alpha 6000 kit lenses",5
15326,"Pros:
1. Features/Price in Camera body
2. EVF, Focus Peeking in manual focus.
3. Wifi connectivity - simplifies workflow
4. Adapted lenses, availability of adapters (shop from aliexpress)
5. USB charging - supplied charger is too slow, i use my power bank 1.2 A output to charge my sony a6000
6. Size, Weight

Cons:
1. Lenses
Sony E mount lenses cost double of what their/nikon/canon dslr lenses costs. Lens lineup is not that strong either.

Have to hunt for availability of...",3
15327,"Really happy to buy this camera..

After a long wait for dslr camera, one fine day I got this legend of mirror-less camera.

What I liked

*Very nice Sleeky design.. since it is mirror-less, camera is not bulky.
*Autofocus is pretty fast.
*Controls+ custom keys are easy and user friendly..
*Wifi connectivity is good and useful for file transfer etc..
*Supports upto 128 gb memory card
*Carry case is good
*Charger is sufficient, takes 3+ hrs to charge from 0% to 100
*Sony app is best.

What I ...",5
15328,"I was owning D5100 and was thinking to upgrade to full frame. But then a thought came to mind - I am not professional and carrying 1.5 weight during travel is not worth. what I can achieve is just better low light performance ?? at very high cost ?. as a non professional I thought that its important for me to have lite weight gear that's easy to carry. I read about iso performance of this and decided to go with 6000L.
I am happy with my decision , kit lens is super sharp through out focal le...",5
15329,"I was more reviewed after purchased this camera. This sony camera good product from dslr beginners. Only dis advantage mic on video suit. This is good money value product. Delivery time was lightly delay, but all assesories and camera were safely delivered.camera and zoom lens good result, see my image. The video recording is fine.",4
15330,"Wonderful and technically perfect camera at half the price of a highend DSLR camera. Recently I had been to Goa and Ooty and shot many pics which are beautiful and clear. Having very good experience with this camera.

C Bhattacharya",5
15331,"Amazing Camera...
Very easy to operate..
Very Fast... (auto focus & capture)
Very intelligent Auto mode.. called Superior Auto.. which u can customize as per ur requirement...
Very fine detailing in photos...
compact size is definitely a huge Advantage over DSLRs..
for the same quality of the images...

also, Good offer price by Flipkart and quick delivery...",5
15332,"I am glad that I bought this, photos make me happy (with the kit lens). Would love to see the photos with better lens on this camera.",4
15333,"Delivered before time so good job flipkart..
I have very little knowledge on photography. I am total amateur. But everyday I'm learning new stuffs and I'm loving it. It was a good deal..",5
15334,"Excellent camera, lightweight and trendy. Color reproduction is superb.
I am an amateur photographer and have mostly clicked photos in auto mode during last 4 months.
Pictures and videos both are great being a mirrorless camera, but it seems the cost of lenses are high for fujifilm.
I am searching for good lens adaptor so that I can use Canon or Nikon lenses from friends.
Its a must buy for bloggers and hobby photographers who hates heavy weight traditional DSLR.
Attached some of the random ...",5
15335,"First of all Thanks for Flipkart's service. The camera which I received initially was having issue with its display and Flipkart promptly replaced the camera and delivered a new one on the exact date which they committed to me. Now coming to camera , Iam not a professional photographer and do not know the various settings on DSLR ,hence after some research I selected this camera .This camera is perfect for a person who wants to switch from mobile phone photography to DSLR photography . It ha...",4
15336,Best one who need upgrade a mobile photography perfect clicks I like it,5
15337,Awesome Product,5
15338,👌👌👌Sandar camera 👍👍,5
15339,There is severe overheating when shooting 4k and even 1080p. I suspect this is the reason why they stopped production of xa7 in the US. The camera turns off after 5-6mins of 4k and 15-18mins of HD due to heating even though it's rated for 15mins and 29.59 for HD..,1
15340,"Perfect camera for vloging.
Battery life is a little concern.
But great product 👌",4
15341,best camera for blogging,5
15342,"Using this camera for a YouTube cooking channel. Videos are very neat, 4K video can be recorded at 30 fps. Kit lens zoom control is electronic. Interface is easy to understand. Can shoot more controlled videos on manual mode. When digital image stabilization is on, you can see distortion in video which is because of camera struggling to focus on large moving objects, you can avoid this by switching off digital image stabilization. Check youtube channel ""PURE YOU - Let's Make It"" for sample vi...",5
15343,I love this camera but there was no charger included and I am still worried how to charge it. I am charging it with my xiaomi smartphone charger.. Is it really OK to do so?,5
15344,"Excellent camera, lightweight and trendy. Color reproduction is superb.
I am an amateur photographer and have mostly clicked photos in auto mode during last 4 months.
Pictures and videos both are great being a mirrorless camera, but it seems the cost of lenses are high for fujifilm.
I am searching for good lens adaptor so that I can use Canon or Nikon lenses from friends.
Its a must buy for bloggers and hobby photographers who hates heavy weight traditional DSLR.
Attached some of the random ...",5
15345,"First of all Thanks for Flipkart's service. The camera which I received initially was having issue with its display and Flipkart promptly replaced the camera and delivered a new one on the exact date which they committed to me. Now coming to camera , Iam not a professional photographer and do not know the various settings on DSLR ,hence after some research I selected this camera .This camera is perfect for a person who wants to switch from mobile phone photography to DSLR photography . It ha...",4
15346,Best one who need upgrade a mobile photography perfect clicks I like it,5
15347,Awesome Product,5
15348,👌👌👌Sandar camera 👍👍,5
15349,There is severe overheating when shooting 4k and even 1080p. I suspect this is the reason why they stopped production of xa7 in the US. The camera turns off after 5-6mins of 4k and 15-18mins of HD due to heating even though it's rated for 15mins and 29.59 for HD..,1
15350,"Perfect camera for vloging.
Battery life is a little concern.
But great product 👌",4
15351,best camera for blogging,5
15352,"Using this camera for a YouTube cooking channel. Videos are very neat, 4K video can be recorded at 30 fps. Kit lens zoom control is electronic. Interface is easy to understand. Can shoot more controlled videos on manual mode. When digital image stabilization is on, you can see distortion in video which is because of camera struggling to focus on large moving objects, you can avoid this by switching off digital image stabilization. Check youtube channel ""PURE YOU - Let's Make It"" for sample vi...",5
15353,I love this camera but there was no charger included and I am still worried how to charge it. I am charging it with my xiaomi smartphone charger.. Is it really OK to do so?,5
15354,i love the camera it's pretty cool and easy to carry.. it's small but for me it's comfortable to carry and easy to carry it anywhere.,5
15355,There is no compromise in picture quality. Both the small and big lens are working a great job. I'm really happy . Thank you Flipkart and Nikon.,5
15356,"This is a great entry level dslr. Go for it! Amazing performance, really! Came with a bag that was not mentioned. 18-55 is great for portraits and landscape. Autofocus is great (but not the best in the world). Which impressed me most is the battery life. I clicked 10 four or five minutes galaxy shots and the battery was still at peak! All the pics am uploading are by 18-55mm. These are uploaded at insta so it decreases the quality of course.
My recommendation for you is to learn the basics a...",5
15357,"Great salute for Nikon, for this beautiful product D3500.
Easy to use with the buttons and reachable settings.
Thanks flipkart for shipping this product for me.
Snaps taken on NikonD3500, without editing.",5
15358,"I am a beginner probably, so I will share my experience from that point of view. Really nice product. I liked the body it gives the feeling of well built material when held & lenses quality everything is similarly good. The photography controls are also pretty friendly. It's terrific in low light.",5
15359,"This is best for photography.. but not for videography
Here this is some reason you cant do efficiently videography 1) can’t support external microphone
2) record upto 30min max at a time
3) no movie shooting menu
4) you cant customise many control in video shooting but you can do in photography
5) cant record 4k video
6) screen can’t rotate so you cant able to see what you shoot .. you need someone help to shoot your video

Still you need this for videography then go for D5600 and hig...",5
15360,"Awesome product by nikon and perfect delivery and price tag by flipkart. Best camera for beginners who want to experiment and learn about exposure, aperture. Go for it 👍",5
15361,"it's the best camera [DSLR] for the beginners.
Best photo quality
Best controls
Best features with detailing guide mode.
It records video at high definition with auto-focusing.
For safety, Nikon provide bag which is worth it.
Low-light photography with selective colour is adorable feature.
I'm totally satisfied with this product.
easy to handle ?",5
15362,Great camera for the beginners...It has all the function which are needed to us and You can create a great memory by clicking great shots...If u r looking for a new entry level dslr just go for it...But it has no wifi 😑 by the way all of thing are good in it.,5
15363,Nikon 3500 it's a budget DSLR camera. The camera is not that big it is very compact and handy. Thus being budget they have not compromised in the build quality and having a solid body and speaking of the features Nikon provide a descent features for the camera. They also include a camera bag and a SSD card with the camera and a tutorial guide disk in the box packing. The pictures quality is great and the manual mode give us the ability to control the camera so you can take much better photos....,5
15364,i love the camera it's pretty cool and easy to carry.. it's small but for me it's comfortable to carry and easy to carry it anywhere.,5
15365,There is no compromise in picture quality. Both the small and big lens are working a great job. I'm really happy . Thank you Flipkart and Nikon.,5
15366,"This is a great entry level dslr. Go for it! Amazing performance, really! Came with a bag that was not mentioned. 18-55 is great for portraits and landscape. Autofocus is great (but not the best in the world). Which impressed me most is the battery life. I clicked 10 four or five minutes galaxy shots and the battery was still at peak! All the pics am uploading are by 18-55mm. These are uploaded at insta so it decreases the quality of course.
My recommendation for you is to learn the basics a...",5
15367,"Great salute for Nikon, for this beautiful product D3500.
Easy to use with the buttons and reachable settings.
Thanks flipkart for shipping this product for me.
Snaps taken on NikonD3500, without editing.",5
15368,"I am a beginner probably, so I will share my experience from that point of view. Really nice product. I liked the body it gives the feeling of well built material when held & lenses quality everything is similarly good. The photography controls are also pretty friendly. It's terrific in low light.",5
15369,"This is best for photography.. but not for videography
Here this is some reason you cant do efficiently videography 1) can’t support external microphone
2) record upto 30min max at a time
3) no movie shooting menu
4) you cant customise many control in video shooting but you can do in photography
5) cant record 4k video
6) screen can’t rotate so you cant able to see what you shoot .. you need someone help to shoot your video

Still you need this for videography then go for D5600 and hig...",5
15370,"Awesome product by nikon and perfect delivery and price tag by flipkart. Best camera for beginners who want to experiment and learn about exposure, aperture. Go for it 👍",5
15371,"it's the best camera [DSLR] for the beginners.
Best photo quality
Best controls
Best features with detailing guide mode.
It records video at high definition with auto-focusing.
For safety, Nikon provide bag which is worth it.
Low-light photography with selective colour is adorable feature.
I'm totally satisfied with this product.
easy to handle ?",5
15372,Great camera for the beginners...It has all the function which are needed to us and You can create a great memory by clicking great shots...If u r looking for a new entry level dslr just go for it...But it has no wifi 😑 by the way all of thing are good in it.,5
15373,Nikon 3500 it's a budget DSLR camera. The camera is not that big it is very compact and handy. Thus being budget they have not compromised in the build quality and having a solid body and speaking of the features Nikon provide a descent features for the camera. They also include a camera bag and a SSD card with the camera and a tutorial guide disk in the box packing. The pictures quality is great and the manual mode give us the ability to control the camera so you can take much better photos....,5
15374,"Overall camera is almost same as M50 mark one expect the clean HDMI output and vertical video. If this thing doesn't important than you can go with M50 mark one.
That is cheaper than this one and provide beat value for the money proposition.
I give 4 star because of the 4k quality of the footage is not improve from previous generation.

Note:- Memory card is not include in the box.",4
15375,Most awaited Canon M50 Mark2 camera first time started its sale in Flipkart on May 2021 Big Saving days.Latest camera launched in 2020 Last Quater.Memory card is not provided and same is also not mentioned any where either in description or on camera box.Usually M50 Mark 2 are always Out Of Stock.My First Camera.,4
15376,Best in budget and the quality is beyond expected,5
15377,"Camera is ok but the price is very high, also not providing any cover",3
15378,Very good camera,5
15379,Good,5
15380,The webcam utility doesn’t work well for me! I am on mac os big sur and it disconnects camera after a few seconds it’s faulty or is it a sofrware problem!????,1
15381,I'm so happy,4
15382,The camera was good i like it 💯,5
15383,"Canon m50 mark ii, just bought a few days ago, really liked it and it is very light, best for vlogging but did not get the memory card with it, did not like it a bit, it is okay ... I tried it completely I have made a video in my YouTube channel ( /REYANSH) , you can watch it if you want and you can ask personal questions to me about camera. Delivery is good",5
15384,You would never go wrong with this little beast. Easy to carry and easy to use.,5
15385,"Excellent camera, lightweight and trendy. Color reproduction is superb.
I am an amateur photographer and have mostly clicked photos in auto mode during last 4 months.
Pictures and videos both are great being a mirrorless camera, but it seems the cost of lenses are high for fujifilm.
I am searching for good lens adaptor so that I can use Canon or Nikon lenses from friends.
Its a must buy for bloggers and hobby photographers who hates heavy weight traditional DSLR.
Attached some of the random ...",5
15386,"First of all Thanks for Flipkart's service. The camera which I received initially was having issue with its display and Flipkart promptly replaced the camera and delivered a new one on the exact date which they committed to me. Now coming to camera , Iam not a professional photographer and do not know the various settings on DSLR ,hence after some research I selected this camera .This camera is perfect for a person who wants to switch from mobile phone photography to DSLR photography . It ha...",4
15387,Best one who need upgrade a mobile photography perfect clicks I like it,5
15388,Awesome Product,5
15389,👌👌👌Sandar camera 👍👍,5
15390,There is severe overheating when shooting 4k and even 1080p. I suspect this is the reason why they stopped production of xa7 in the US. The camera turns off after 5-6mins of 4k and 15-18mins of HD due to heating even though it's rated for 15mins and 29.59 for HD..,1
15391,"Perfect camera for vloging.
Battery life is a little concern.
But great product 👌",4
15392,best camera for blogging,5
15393,"Using this camera for a YouTube cooking channel. Videos are very neat, 4K video can be recorded at 30 fps. Kit lens zoom control is electronic. Interface is easy to understand. Can shoot more controlled videos on manual mode. When digital image stabilization is on, you can see distortion in video which is because of camera struggling to focus on large moving objects, you can avoid this by switching off digital image stabilization. Check youtube channel ""PURE YOU - Let's Make It"" for sample vi...",5
15394,I love this camera but there was no charger included and I am still worried how to charge it. I am charging it with my xiaomi smartphone charger.. Is it really OK to do so?,5
15395,"Excellent camera, lightweight and trendy. Color reproduction is superb.
I am an amateur photographer and have mostly clicked photos in auto mode during last 4 months.
Pictures and videos both are great being a mirrorless camera, but it seems the cost of lenses are high for fujifilm.
I am searching for good lens adaptor so that I can use Canon or Nikon lenses from friends.
Its a must buy for bloggers and hobby photographers who hates heavy weight traditional DSLR.
Attached some of the random ...",5
15396,"First of all Thanks for Flipkart's service. The camera which I received initially was having issue with its display and Flipkart promptly replaced the camera and delivered a new one on the exact date which they committed to me. Now coming to camera , Iam not a professional photographer and do not know the various settings on DSLR ,hence after some research I selected this camera .This camera is perfect for a person who wants to switch from mobile phone photography to DSLR photography . It ha...",4
15397,Best one who need upgrade a mobile photography perfect clicks I like it,5
15398,Awesome Product,5
15399,👌👌👌Sandar camera 👍👍,5
15400,There is severe overheating when shooting 4k and even 1080p. I suspect this is the reason why they stopped production of xa7 in the US. The camera turns off after 5-6mins of 4k and 15-18mins of HD due to heating even though it's rated for 15mins and 29.59 for HD..,1
15401,"Perfect camera for vloging.
Battery life is a little concern.
But great product 👌",4
15402,best camera for blogging,5
